config,pose_mAP50-95_mean,pose_mAP50-95_std,pose_mAP50_mean,box_mAP50-95_mean,pose_mAP50-95
yolo11s_pretrained,0.9921984570127311,0.0008036960155350242,0.9941531064642659,0.791250453270135,0.9922 ± 0.0008
yolo11s_scratch,0.9923321424974314,0.0007904772611657152,0.9945542059300803,0.7825017494531117,0.9923 ± 0.0008
